area,months,year,unit,value,temp_categoria,source,processed_at
Bolivia (Plurinational State of),January,1961,°C,0.3345,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1961,°C,0.18616666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1961,°C,0.42816666666666664,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1961,°C,0.6126666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1961,°C,0.7448333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1961,°C,-0.11366666666666664,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1961,°C,0.1895,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1961,°C,0.5645,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1961,°C,0.4088333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1961,°C,0.4713333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1961,°C,0.33349999999999996,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1961,°C,0.15783333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1962,°C,0.2866666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1962,°C,0.4478333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1962,°C,0.11399999999999999,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1962,°C,0.17833333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1962,°C,0.12033333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1962,°C,-0.331,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1962,°C,-0.462,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1962,°C,0.09166666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1962,°C,0.9378333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1962,°C,0.327,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1962,°C,0.8186666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1962,°C,0.13699999999999998,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1963,°C,0.08466666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1963,°C,-0.07,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1963,°C,0.19466666666666665,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1963,°C,0.4976666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1963,°C,0.424,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1963,°C,0.41100000000000003,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1963,°C,0.7326666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1963,°C,1.12,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1963,°C,0.7758333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1963,°C,1.1956666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1963,°C,0.5539999999999999,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1963,°C,0.25933333333333336,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1964,°C,0.5483333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1964,°C,0.4563333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1964,°C,0.03066666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1964,°C,0.48333333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1964,°C,0.30333333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1964,°C,-0.14266666666666664,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1964,°C,-0.16283333333333336,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1964,°C,0.3951666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1964,°C,-0.23650000000000002,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1964,°C,-0.5283333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1964,°C,-0.3873333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1964,°C,0.17166666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1965,°C,0.06216666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1965,°C,0.286,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1965,°C,0.02733333333333332,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1965,°C,0.361,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1965,°C,0.35533333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1965,°C,1.1418333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1965,°C,0.6233333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1965,°C,0.7918333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1965,°C,0.239,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1965,°C,0.5033333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1965,°C,0.22549999999999995,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1965,°C,-0.026500000000000013,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1966,°C,0.3565,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1966,°C,0.008333333333333331,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1966,°C,0.26366666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1966,°C,0.23533333333333337,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1966,°C,0.1395,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1966,°C,0.43883333333333335,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1966,°C,0.058666666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1966,°C,-0.3156666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1966,°C,0.118,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1966,°C,0.31966666666666665,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1966,°C,0.45516666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1966,°C,0.17299999999999996,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1967,°C,0.35366666666666663,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1967,°C,0.32266666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1967,°C,0.4446666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1967,°C,1.0365,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1967,°C,1.4273333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1967,°C,-0.42016666666666663,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1967,°C,0.17116666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1967,°C,0.43883333333333335,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1967,°C,0.5916666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1967,°C,0.5964999999999999,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1967,°C,0.3163333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1967,°C,0.2535,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1968,°C,0.08716666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1968,°C,-0.0575,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1968,°C,-0.32316666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1968,°C,-0.3801666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1968,°C,-0.37716666666666665,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1968,°C,0.7656666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1968,°C,0.8821666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1968,°C,0.652,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1968,°C,0.018666666666666647,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1968,°C,0.42883333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1968,°C,0.626,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1968,°C,0.23450000000000001,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1969,°C,0.49899999999999994,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1969,°C,0.44050000000000006,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1969,°C,0.7921666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1969,°C,0.7881666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1969,°C,1.0923333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1969,°C,0.3396666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1969,°C,0.4911666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1969,°C,0.2708333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1969,°C,0.8043333333333335,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1969,°C,0.4373333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1969,°C,0.5688333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1969,°C,0.34883333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1970,°C,0.45283333333333337,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1970,°C,0.23700000000000002,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1970,°C,0.20233333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1970,°C,0.6711666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1970,°C,0.476,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1970,°C,0.30833333333333335,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1970,°C,0.04316666666666665,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1970,°C,0.11583333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1970,°C,0.6983333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1970,°C,0.6073333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1970,°C,0.5756666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1970,°C,0.2568333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1971,°C,0.00916666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1971,°C,-0.22166666666666668,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1971,°C,-0.000500000000000019,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1971,°C,-0.24516666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1971,°C,-0.36466666666666664,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1971,°C,-0.2843333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1971,°C,0.23216666666666663,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1971,°C,-0.05149999999999999,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1971,°C,0.0725,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1971,°C,-0.6278333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1971,°C,-0.17300000000000004,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1971,°C,-0.044833333333333336,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1972,°C,0.0020000000000000018,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1972,°C,-0.010166666666666657,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1972,°C,0.2795,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1972,°C,0.1985,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1972,°C,0.7843333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1972,°C,0.9119999999999999,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1972,°C,0.505,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1972,°C,0.17650000000000002,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1972,°C,0.29783333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1972,°C,0.27449999999999997,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1972,°C,0.3405,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1972,°C,0.06483333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1973,°C,0.7163333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1973,°C,0.642,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1973,°C,0.6791666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1973,°C,0.923,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1973,°C,0.4575,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1973,°C,0.19816666666666669,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1973,°C,-0.38233333333333336,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1973,°C,-0.45916666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1973,°C,0.09499999999999997,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1973,°C,0.3476666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1973,°C,0.05599999999999999,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1973,°C,0.21416666666666664,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1974,°C,-0.13266666666666668,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1974,°C,-0.251,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1974,°C,0.085,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1974,°C,0.050166666666666686,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1974,°C,0.41550000000000004,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1974,°C,0.3378333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1974,°C,0.41250000000000003,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1974,°C,0.04550000000000002,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1974,°C,-0.07533333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1974,°C,-0.2605,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1974,°C,0.12533333333333332,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1974,°C,-0.216,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1975,°C,0.056499999999999995,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1975,°C,0.06483333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1975,°C,0.1691666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1975,°C,0.35700000000000004,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1975,°C,0.1705,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1975,°C,0.4031666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1975,°C,-0.00116666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1975,°C,0.25466666666666665,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1975,°C,0.08766666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1975,°C,0.20933333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1975,°C,0.01383333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1975,°C,0.018,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1976,°C,-0.11083333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1976,°C,-0.009,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1976,°C,-0.16716666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1976,°C,0.09133333333333336,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1976,°C,0.05850000000000002,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1976,°C,0.2501666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1976,°C,0.6278333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1976,°C,0.41183333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1976,°C,-0.4395,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1976,°C,0.13833333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1976,°C,-0.0005000000000000097,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1976,°C,0.13216666666666665,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1977,°C,0.37683333333333335,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1977,°C,0.2675,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1977,°C,0.39733333333333337,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1977,°C,0.33183333333333337,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1977,°C,0.19516666666666668,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1977,°C,0.8368333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1977,°C,1.0771666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1977,°C,0.46166666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1977,°C,0.20550000000000002,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1977,°C,0.14666666666666664,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1977,°C,0.121,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1977,°C,0.21983333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1978,°C,0.16466666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1978,°C,0.2786666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1978,°C,0.45366666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1978,°C,0.4676666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1978,°C,0.4231666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1978,°C,0.658,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1978,°C,1.1606666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1978,°C,0.2901666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1978,°C,0.20450000000000002,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1978,°C,0.44649999999999995,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1978,°C,0.4246666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1978,°C,0.08549999999999998,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1979,°C,0.0046666666666666705,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1979,°C,0.19099999999999998,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1979,°C,0.07916666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1979,°C,0.10016666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1979,°C,0.33916666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1979,°C,0.5255,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1979,°C,0.6531666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1979,°C,1.176,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1979,°C,0.022500000000000003,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1979,°C,0.38833333333333336,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1979,°C,0.317,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1979,°C,0.17116666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1980,°C,0.449,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1980,°C,0.3498333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1980,°C,0.5721666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1980,°C,0.605,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1980,°C,0.7756666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1980,°C,0.37733333333333335,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1980,°C,0.3755,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1980,°C,0.3666666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1980,°C,-0.14866666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1980,°C,0.19516666666666663,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1980,°C,0.058666666666666645,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1980,°C,0.3953333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1981,°C,0.22016666666666665,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1981,°C,0.11766666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1981,°C,0.6455,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1981,°C,0.7246666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1981,°C,1.0563333333333331,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1981,°C,0.16533333333333336,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1981,°C,0.3025,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1981,°C,0.6198333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1981,°C,-0.41983333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1981,°C,-0.0043333333333333375,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1981,°C,0.22166666666666665,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1981,°C,0.22966666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1982,°C,0.33516666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1982,°C,0.25616666666666665,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1982,°C,0.03966666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),April,1982,°C,0.25883333333333336,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),May,1982,°C,0.29183333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),June,1982,°C,0.6011666666666667,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),July,1982,°C,0.9656666666666668,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),August,1982,°C,0.7556666666666666,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),September,1982,°C,0.18066666666666664,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),October,1982,°C,0.25099999999999995,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),November,1982,°C,0.22383333333333333,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),December,1982,°C,0.321,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),January,1983,°C,1.0178333333333334,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),February,1983,°C,1.0090000000000001,frío,csv_historical,2025-10-05 22:05:30
Bolivia (Plurinational State of),March,1983,°C,1.105,frío,csv_historical,2025-10-05 22:05:30
